id,ma_thiet_bi,associated_with,loai_id,hang_san_xuat_id,so_dang_ky,so_giay_dang_kiem,nam_san_xuat,nam_su_dung,so_khung,so_may,dv_so_huu_id,dv_quan_ly_id,dv_thue_id,khu_vuc_id,model_id,ghi_chu,tag_1,last_modified_by_user_id,created_at,updated_at
513,NB153,NB153,23,7,,,2008,2008,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
514,NB154,NB154,23,7,,,2008,2008,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
515,NB155,NB155,23,7,,,2008,2008,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
516,NB156,NB156,23,7,,,2008,2008,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
517,NB157,NB157,23,7,,,2008,2008,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
518,NB158,NB158,23,7,,,2008,2008,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
519,NB159,NB159,23,7,,,2008,2008,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
520,NB160,NB160,23,7,,,2008,2008,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
521,NB161,NB161,23,35,,,2009,2009,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
522,NB162,NB162,23,35,,,2009,2009,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
523,NB163,NB163,23,35,,,2009,2009,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
524,NB164,NB164,23,35,,,2009,2009,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
525,NB165,NB165,23,35,,,2009,2009,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
526,NB273,NB273,23,7,,,2009,2009,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
527,CM02,CM02,23,7,,,2009,2009,,,11,12,1000,3,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
528,NB274,NB274,23,7,,,2009,2009,,,11,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
529,CM04,CM04,23,7,,,2009,2009,,,11,12,1000,3,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
530,CM05,CM05,23,7,,,2009,2009,,,11,12,1000,3,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
531,CM06,CM06,23,7,,,2009,2009,,,11,12,1000,3,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
532,NB275,NB275,23,7,,,2009,2009,,,11,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
533,NB276,NB276,23,7,,,2009,2009,,,11,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
534,CM09,CM09,23,7,,,2009,2009,,,11,12,1000,3,1000,,,21,"2015-05-04 08:55:52","2015-05-07 02:30:41"
535,CM10,CM10,23,7,,,2009,2009,,,11,12,1000,3,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
536,CM11,CM11,23,7,,,2010,2010,,,11,12,1000,3,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
537,CM12,CM12,23,7,,,2010,2010,,,11,12,1000,3,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
538,NB277,NB277,23,7,,,2010,2010,,,11,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
539,CM14,CM14,23,7,,,2010,2010,,,11,12,1000,3,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
540,CM15,CM15,23,7,,,2010,2010,,,11,12,1000,3,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
541,NB177,NB177,23,34,,,2009,2010,,,14,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
542,NB178,NB178,23,34,,,2009,2010,,,14,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
543,NB179,NB179,23,34,,,2009,2010,,,14,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
544,NB180,NB180,23,34,,,2009,2010,,,14,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
545,NB181,NB181,23,34,,,2009,2010,,,14,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
546,NB182,NB182,23,34,,,2009,2010,,,14,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
547,NB183,NB183,23,34,,,2009,2010,,,14,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
548,NB184,NB184,23,34,,,2009,2010,,,14,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
549,NB185,NB185,23,34,,,2009,2010,,,14,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
550,NB186,NB186,23,34,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
551,NB187,NB187,23,34,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
552,NB188,NB188,23,34,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
553,NB189,NB189,23,34,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
554,NB190,NB190,23,34,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
555,NB191,NB191,23,34,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
556,NB192,NB192,23,34,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
557,NB193,NB193,23,34,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
558,NB194,NB194,23,34,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
559,NB195,NB195,23,34,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
560,NB196,NB196,23,34,,,2010,2010,,,20,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
561,NB197,NB197,23,34,,,2010,2010,,,20,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
562,NB198,NB198,23,34,,,2010,2010,,,20,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
563,NB199,NB199,23,34,,,2010,2010,,,20,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
564,NB200,NB200,23,34,,,2010,2010,,,20,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
565,NB201,NB201,23,34,,,2010,2010,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
566,NB202,NB202,23,34,,,2010,2010,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
567,NB203,NB203,23,34,,,2010,2010,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
568,NB204,NB204,23,34,,,2010,2010,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
569,NB205,NB205,23,34,,,2010,2010,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
570,NB206,NB206,23,34,,,2010,2010,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
571,NB207,NB207,23,34,,,2010,2010,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
572,NB208,NB208,23,34,,,2010,2010,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
573,NB209,NB209,23,34,,,2010,2010,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
574,NB210,NB210,23,34,,,2010,2010,,,2,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
575,NB211,NB211,23,34,,,2010,2010,,,6,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
576,NB212,NB212,23,34,,,2010,2010,,,6,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
577,NB213,NB213,23,34,,,2010,2010,,,6,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
578,NB214,NB214,23,34,,,2010,2010,,,6,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
579,NB215,NB215,23,34,,,2010,2010,,,6,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
580,NB216,NB216,23,34,,,2010,2010,,,6,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
581,NB217,NB217,23,34,,,2010,2010,,,6,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
582,NB218,NB218,23,34,,,2010,2010,,,6,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
583,NB219,NB219,23,34,,,2010,2010,,,6,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
584,NB220,NB220,23,34,,,2010,2010,,,6,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
585,NB221,NB221,23,7,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
586,NB222,NB222,23,7,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
587,NB223,NB223,23,7,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
588,NB224,NB224,23,7,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
589,NB225,NB225,23,7,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
590,NB226,NB226,23,7,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
591,NB227,NB227,23,7,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
592,NB228,NB228,23,7,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
593,NB229,NB229,23,7,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
594,NB230,NB230,23,7,,,2010,2010,,,5,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
595,NB231,NB231,23,7,,,2010,2010,,,18,18,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
596,NB232,NB232,23,7,,,2010,2010,,,18,18,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
597,NB233,NB233,23,7,,,2010,2010,,,18,18,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
598,NB234,NB234,23,7,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
599,NB235,NB235,23,7,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
600,NB236,NB236,23,7,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
601,NB237,NB237,23,7,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
602,NB238,NB238,23,7,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
603,NB239,NB239,23,7,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
604,NB240,NB240,23,7,,,2010,2010,,,16,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
605,NB241,NB241,23,7,,,2010,2010,,,26,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
606,NB242,NB242,23,7,,,2010,2010,,,26,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
607,NB243,NB243,23,7,,,2010,2010,,,26,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
608,NB244,NB244,23,7,,,2010,2010,,,26,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
609,NB245,NB245,23,7,,,2010,2010,,,26,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
610,NB246,NB246,24,25,,50KT-000.37,2011,2011,,,13,39,1000,4,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
611,NB247,NB247,24,25,,50KT-000.38,2011,2011,,,13,39,1000,4,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
612,NB248,NB248,23,34,,,2012,2012,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
613,NB249,NB249,23,34,,,2012,2012,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
614,NB250,NB250,23,34,,,2012,2012,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
615,NB251,NB251,23,34,,,2012,2012,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
616,NB252,NB252,23,34,,,2012,2012,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
617,NB253,NB253,23,34,,,2012,2012,,,6,6,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
618,NB254,NB254,23,34,,,2012,2012,,,6,6,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
619,NB255,NB255,23,34,,,2012,2012,,,6,6,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
620,NB256,NB256,23,34,,,2012,2012,,,6,6,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
621,NB257,NB257,23,34,,,2012,2012,,,6,6,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
622,NB258,NB258,23,34,,,2012,2012,,,6,6,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
623,NB263,NB263,23,34,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
624,NB264,NB264,23,34,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
625,NB265,NB265,23,34,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
626,NB266,NB266,23,34,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
627,NB267,NB267,23,34,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
628,NB268,NB268,23,34,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
629,NB269,NB269,23,34,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
630,NB270,NB270,23,34,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
631,NB271,NB271,23,34,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
632,NB272,NB272,23,34,,,2013,2013,,,10,1,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
633,SM39,LB12,24,25,43681,50KT-0061,2009,2010,9182643,41617,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
634,SM40,LB14,24,25,43682,50KT-0062,2009,2010,9182642,41618,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
635,SM41,LB15,24,25,43683,50KT-0063,2009,2010,9182644,41619,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
636,SM42,LB16,24,25,43684,50KT-0064,2009,2010,9182650,41616,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
637,SM43,LB17,24,25,43685,50KT-0065,2009,2010,9182451,41615,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
638,SM44,LB18,24,25,70339,50KT-000.01,2009,2010,82449,41612,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
639,SM45,LB19,24,25,70340,50KT-000.02,2009,2010,82447,41613,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
640,SM46,LB20,24,25,70341,50KT-000.03,2009,2010,83356,38622,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
641,SM47,LB21,24,25,70342,50KT-000.04,2009,2010,83358,38623,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
642,SM48,LB22,24,25,,50KT-000.05,2009,2010,82448,41614,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
643,SM01,SM01,24,36,10446,0.00E+00,2008,2008,L029254,700667,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
644,SM02,SM02,24,36,10447,0.00E+00,2008,2008,L029255,700695,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
645,SM03,SM03,24,36,10443,0.00E+00,2008,2008,L029256,700723,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
646,SM04,SM04,24,36,10444,0.00E+00,2008,2008,L028915,700658,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
647,SM05,SM05,24,36,10441,0.00E+00,2008,2008,L028916,700649,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
648,SM06,SM06,24,36,10448,0.00E+00,2008,2008,L029264,700714,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
649,SM07,SM07,24,36,10442,0.00E+00,2008,2008,L029253,700630,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
650,SM08,SM08,24,36,10445,0.00E+00,2008,2008,L029252,700644,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
651,SM09,SM09,24,37,134836,51C-33460,2013,2013,DK000327,DE12TIS324366CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
652,SM10,SM10,24,37,134831,51C-33332,2013,2013,DK000328,DE12TIS324266CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
653,SM11,SM11,24,37,134834,51C-33431,2013,2013,DK000326,DE12TIS324380CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
654,SM12,SM12,24,37,135468,51C-33161,2013,2013,DK000352,DE12TIS324944CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
655,SM14,SM14,24,37,135467,51C-33436,2013,2013,DK000349,DE12TIS324878CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
656,SM15,SM15,24,37,135470,51C-33484,2013,2013,DK000350,DE12TIS326689CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
657,SM16,SM16,24,37,135469,51C-36261,2013,2013,DK000351,DE12TIS324921CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
658,SM17,SM17,24,37,135472,51C-36278,2013,2013,DK000353,DE12TIS324804CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
659,SM18,SM18,24,37,154569,51C-33349,2014,2014,EK000371,D12TIS327507CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
660,SM19,SM19,24,37,154561,51C-33367,2014,2014,EK000376,D12TIS327461CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
661,SM20,SM20,24,37,154576,51C-33475,2014,2014,EK000358,D12TIS327244CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
662,SM21,SM21,24,37,154572,51C-36016,2014,2014,EK000377,D12TIS327510CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
663,SM22,SM22,24,37,154575,51C-36029,2014,2014,EK000375,D12TIS327460CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
664,SM23,SM23,24,37,154564,51C-36047,2014,2014,EK000370,D12TIS327462CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
665,SM24,SM24,24,37,154563,51C-36056,2014,2014,EK000373,D12TIS327511CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
666,SM25,SM25,24,37,154566,51C-36085,2014,2014,EK000359,D12TIS327250CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
667,SM26,SM26,24,38,75809,51C-21206,2008,2008,A725268,7001547,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
668,SM27,SM27,24,38,75812,51C-21208,2008,2008,A725265,7003017,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
669,SM28,SM28,24,38,75814,51C-21248,2008,2008,A725266,7001437,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
670,SM29,SM29,24,38,75813,51C-21274,2008,2008,A725270,7003897,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
671,SM30,SM30,24,38,75804,51C-20811,2008,2008,A725269,817003007,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
672,SM31,SM31,24,38,75806,51C-20957,2008,2008,A725267,817001447,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
673,SM32,LB01,24,25,33869,50KT-000.37,2011,2011,56735,214010,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
674,SM33,LB02,24,25,33872,50KT-000.38,2011,2011,55145,211205,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
675,SM34,LB03,24,25,33871,50KT-000.39,2011,2011,56739,214159,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
676,SM35,LB04,24,25,33874,50KT-000.40,2011,2011,214011,56736,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
677,SM36,LB06,24,25,33873,50KT-000.41,2011,2011,214158,56737,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
678,SM37,LB07,24,25,33876,50KT-000.42,2011,2011,56738,214157,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
679,SM38,LB08,24,25,33875,50KT-000.43,2011,2011,55146,211204,2,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
680,SM49,SM49,24,25,84506,"51C -23038",2013,2013,70126,238253,10,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
681,SM50,SM50,24,25,84505,"51C- 24269",2013,2013,70122,238413,10,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
682,SM51,SM51,24,25,84508,"51C- 24281",2013,2013,70127,238255,10,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
683,SM52,SM52,24,25,84507,51C-24353,2013,2013,70125,238254,10,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
684,SM53,SM53,24,25,84512,51C-24477,2013,2013,C070124,238414,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
685,SM54,SM54,24,25,88453,"51C- 24045",2013,2013,C071173,241932,10,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
686,SM55,SM55,24,25,88456,51C-24132,2013,2013,C071174,241665,10,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
687,SM56,SM56,24,25,88455,"51C- 24136",2013,2013,C071117,241666,10,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
688,SM57,SM57,24,25,88458,51C-24173,2013,2013,C071178,242744,10,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
689,SM58,SM58,24,25,88457,51C-24177,2013,2013,C071116,241368,10,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
690,SM59,SM59,24,25,88459,51C-24442,2013,2013,C069119,233602,10,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
691,SM60,SM60,24,25,107467,"51C- 24131",2013,2013,C071795,243727,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
692,SM61,SM61,24,25,107459,51C-27871,2013,2013,C071792,243375,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
693,SM62,SM62,24,25,107464,51C-27957,2013,2013,C071791,243373,10,10,1000,5,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
694,SM63,SM63,24,25,107463,51C-27973,2013,2013,C071797,243728,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
695,SM64,SM64,24,37,154571,51C-36240,2014,2014,EK000379,D12TIS327512CA,10,10,1000,1,1000,,,NULL,"2015-05-04 08:55:52","2015-05-04 08:55:52"
